,Pseudocode,Description,Label
237,"declare moveZerosToEnd with integer arr [ ], integer n, set count to 0
for i = 0 to n exclusive swap ( arr [ i ]!= 0 ) if arr [ count ++ ], arr [ i ] )
printArray is a void function with int arguments arr [ ] and n, print ( int i = 0 ; i  n ; i ++ ) print arr [ i ] print "" ""
declare integer main with 0 and integer array arr with size ] = 0, 1, 9, 8, 4, 0, 0, 2, 7, 0, 6, 0, 9
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print Original array :
printArray ( arr, n )
call moveZerosToEnd ( arr, n)
print "" Modified array : "" printArray ( arr, n )
return 0
","Count ways of choosing a pair with maximum difference | CPP Code to find no . of Ways of choosing a pair with maximum difference ; To find minimum and maximum of the array ; to find the count of minimum and maximum elements ; Count variables ; condition for all elements equal ; Driver code
",0
238,"declare pushZerosToEnd with integer arr [ ], integer n, set count to 0
for i = 0 to n exclusive, if arr [ i ] is not 0, increment count by 1
while count  n, arr [ count ++ ] = 0
if n is 1 return void modifyAndRearrangeArr
for i = 0 to n - 1 exclusive, if arr [ i ] is not 0 and arr [ i ] is arr [ i + 1 ] ), arr [ i ] = 2 * arr [ i ]
arr [ i + 1 ] = 0
increment i
print pushZerosToEnd ( arr, n)
printArray is a void function with int arguments arr [ ] and n, print ( int i = 0 ; i  n ; i ++ ) print arr [ i ] print "" ""
declare integer main ( ) and integer array arr with size ] = 0, 2, 2, 2, 0, 6, 6, 0, 0, 8
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print Original array :
printArray ( arr, n )
modifyAndRearrangeArr ( arr, n )
print "" Modified array : "" printArray ( arr, n )
return 0
","Double the first element and move zero to end | C ++ implementation to rearrange the array elements after modification ; function which pushes all zeros to end of an array . ; Count of non - zero elements ; Traverse the array . If element encountered is non - zero , then replace the element at index ' count ' with this element ; here count is incremented ; Now all non - zero elements have been shifted to front and ' count ' is set as index of first 0. Make all elements 0 from count to end . ; function to rearrange the array elements after modification ; if ' arr [ ] ' contains a single element only ; traverse the array ; if true , perform the required modification ; double current index value ; put 0 in the next index ; increment by 1 so as to move two indexes ahead during loop iteration ; push all the zeros at the end of ' arr [ ] ' ; function to print the array elements ; Driver program to test above
",1
239,"declare pushZerosToEnd with integer arr [ ], integer n, set count to 0
for i = 0 to n exclusive, if arr [ i ] is not 0, increment count by 1
while count  n, arr [ count ++ ] = 0
if n is 1 return void modifyAndRearrangeArr
for i = 0 to n - 1 exclusive, if arr [ i ] is not 0 and arr [ i ] is arr [ i + 1 ] ), arr [ i ] = 2 * arr [ i ]
arr [ i + 1 ] = 0
increment i
print pushZerosToEnd ( arr, n)
printArray is a void function with int arguments arr [ ] and n, print ( int i = 0 ; i  n ; i ++ ) print arr [ i ] print "" ""
declare integer main ( ) and integer array arr with size ] = 0, 2, 2, 2, 0, 6, 6, 0, 0, 8
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print Original array :
printArray ( arr, n )
modifyAndRearrangeArr ( arr, n )
print "" Modified array : "" printArray ( arr, n )
return 0
","Find largest d in array such that a + b + c = d | A hashing based CPP program to find largest d such that a + b + c = d . ; The function finds four elements with given sum X ; Store sums ( a + b ) of all pairs ( a , b ) in a hash table ; Traverse through all pairs and find ( d - c ) is present in hash table ; If d - c is present in hash table , ; Making sure that all elements are distinct array elements and an element is not considered more than once . ; Driver program to test above function
",0
240,"printArray is a void function with int arguments arr [ ] and n, and for i = 0 to n exclusive printf ( "" % d "", arr [ i ] )
printf is a new line
create void RearrangePosNeg ( int arr [ ], int n ), int key, j
for i = 1 to n exclusive, set key to arr [ i ]
if key is greater than 0, continue
set j to i - 1
while j >= 0 and arr [j ] > 0, arr [ j + 1 ] = arr [j ]
set j to j - 1
arr [ j + 1 ] = key
declare integer main with a value = -12, 11, -13, -5, 6, -7, 5, -3, -6
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
call RearrangePosNeg ( arr, n )
printArray ( arr, n )
return 0
","Rearrange positive and negative numbers with constant extra space | C ++ program to Rearrange positive and negative numbers in a array ; A utility function to print an array of size n ; Function to Rearrange positive and negative numbers in a array ; if current element is positive do nothing ; if current element is negative , shift positive elements of arr [ 0. . i - 1 ] , to one position to their right ; Put negative element at its right position ; Driver program to test above functions
",1
241,"printArray is a void function with int arguments arr [ ] and n, and for i = 0 to n exclusive printf ( "" % d "", arr [ i ] )
printf is a new line
create void RearrangePosNeg ( int arr [ ], int n ), int key, j
for i = 1 to n exclusive, set key to arr [ i ]
if key is greater than 0, continue
set j to i - 1
while j >= 0 and arr [j ] > 0, arr [ j + 1 ] = arr [j ]
set j to j - 1
arr [ j + 1 ] = key
declare integer main with a value = -12, 11, -13, -5, 6, -7, 5, -3, -6
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
call RearrangePosNeg ( arr, n )
printArray ( arr, n )
return 0
","Find nth number that contains the digit k or divisible by k . | C ++ program to find nth number that contains the digit k or divisible by k . ; Function for checking if digit k is in n or not ; finding remainder ; if digit found ; Function for finding nth number ; since k is the first which satisfy the criteria , so consider it in count making count = 1 and starting from i = k + 1 ; checking that the number contain k digit or divisible by k ; Driver code
",0
242,"printArray is a void function with int arguments A and size that returns 0 and i is less than size printArray, print A and "" ""
print newline
void reverse ( int arr [ ], int l, int r ) if l is less than r, swap ( arr [ l ], arr [ r ] )
reverse ( arr, l, -- r)
merge = integer with arr = l, m, r = integer, i = l
create integer j with j = m + 1
while i = m and arr [ i ]  0, increment i
while j = r and arr [ j ]  0, increment j
reverse ( arr, i, m )
reverse ( arr, m + 1, j - 1)
reverse ( arr, i, j - 1 )
if l is less than r, set m to l + ( r - l ) / 2
call RearrangePosNeg ( arr, l, m )
call RearrangePosNeg ( arr, m + 1, r )
merge arr, l, m, r
declare integer main with a value = -12, 11, -13, -5, 6, -7, 5, -3, -6
create integer arr_size with arr_size = sizeof ( arr) / sizeof ( arr [ 0 ] )
call RearrangePosNeg ( arr, 0, arr_size - 1 )
printArray ( arr, arr_size )
return 0
","Rearrange positive and negative numbers with constant extra space | C ++ program to Rearrange positive and negative numbers in a array ; Function to print an array ; Function to reverse an array . An array can be reversed in O ( n ) time and O ( 1 ) space . ; Merges two subarrays of arr [ ] . First subarray is arr [ l . . m ] Second subarray is arr [ m + 1. . r ] ; Initial index of 1 st subarray ; Initial index of IInd ; arr [ i . . m ] is positive ; arr [ j . . r ] is positive reverse positive part of left sub - array ( arr [ i . . m ] ) ; reverse negative part of right sub - array ( arr [ m + 1. . j - 1 ] ) ; reverse arr [ i . . j - 1 ] ; Function to Rearrange positive and negative numbers in a array ; Same as ( l + r ) / 2 , but avoids overflow for large l and h ; Sort first and second halves ; Driver code
",1
243,"printArray is a void function with int arguments A and size that returns 0 and i is less than size printArray, print A and "" ""
print newline
void reverse ( int arr [ ], int l, int r ) if l is less than r, swap ( arr [ l ], arr [ r ] )
reverse ( arr, l, -- r)
merge = integer with arr = l, m, r = integer, i = l
create integer j with j = m + 1
while i = m and arr [ i ]  0, increment i
while j = r and arr [ j ]  0, increment j
reverse ( arr, i, m )
reverse ( arr, m + 1, j - 1)
reverse ( arr, i, j - 1 )
if l is less than r, set m to l + ( r - l ) / 2
call RearrangePosNeg ( arr, l, m )
call RearrangePosNeg ( arr, m + 1, r )
merge arr, l, m, r
declare integer main with a value = -12, 11, -13, -5, 6, -7, 5, -3, -6
create integer arr_size with arr_size = sizeof ( arr) / sizeof ( arr [ 0 ] )
call RearrangePosNeg ( arr, 0, arr_size - 1 )
printArray ( arr, arr_size )
return 0
","Print all numbers in given range having digits in strictly increasing order | C ++ program for the above approach ; Function to print all numbers in the range [ L , R ] having digits in strictly increasing order ; Iterate over the range ; Iterate over the digits ; Check if the current digit is >= the previous digit ; If the digits are in ascending order ; Driver Code ; Given range L and R ; Function Call
",0
244,"in the function RearrangePosNeg that takes arr [ ] and n and returns integer i = 0
create integer j with j = n - 1
while true, increment i while arr [ i ] is less than 0 and i is less than n
while arr [j] > 0 and j >= 0, decrement j
if i is less than j, temp = arr [ i ]
arr [ i ] = arr [ j ]
set arr [j ] to temp
else break
declare integer main with a value = -12, 11, -13, -5, 6, -7, 5, -3, -6
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
call RearrangePosNeg ( arr, n )
for i = 0 to n exclusive, print arr [ i ] and "" ""
return 0
","Rearrange positive and negative numbers with constant extra space | C ++ implementation of the above approach ; Loop until arr [ i ] < 0 and still inside the array ; Loop until arr [ j ] > 0 and still inside the array ; if i is less than j ; Driver Code
",1
245,"in the function RearrangePosNeg that takes arr [ ] and n and returns integer i = 0
create integer j with j = n - 1
while true, increment i while arr [ i ] is less than 0 and i is less than n
while arr [j] > 0 and j >= 0, decrement j
if i is less than j, temp = arr [ i ]
arr [ i ] = arr [ j ]
set arr [j ] to temp
else break
declare integer main with a value = -12, 11, -13, -5, 6, -7, 5, -3, -6
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
call RearrangePosNeg ( arr, n )
for i = 0 to n exclusive, print arr [ i ] and "" ""
return 0
","Bubble Sort | Optimized implementation of Bubble sort ; An optimized version of Bubble Sort ; swap arr [ j ] and arr [ j + 1 ] ; IF no two elements were swapped by inner loop , then break ; Function to print an array ; Driver program to test above functions
",0
246,"if N modulo 2 is 1, print A
else print B
declare integer main ( ), integer arr =  24, 45, 45, 24  ; declare integer array arr size ] =  24, 45, 45, 24
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
winner of arr, N
","Find the player to be able to replace the last element that can be replaced by its divisors | C ++ program for the above approach ; Function to find the winner of the game played based on given conditions ; A wins if size of array is odd ; Otherwise , B wins ; Driver Code ; Input array ; Size of the array
",1
247,"if N modulo 2 is 1, print A
else print B
declare integer main ( ), integer arr =  24, 45, 45, 24  ; declare integer array arr size ] =  24, 45, 45, 24
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
winner of arr, N
","Minimize K to let Person A consume at least ceil ( N / ( M + 1 ) ) candies based on given rules | C ++ program for the above approach ; Function to check if the value of mid gives at least ( N / ( M + 1 ) ) candies or not ; Candies taken by 1 st person is minimum of K and candies left ; Traverse the given array ; Amount consumed by person j ; Update the count of candies ; Check if person 1 gets the good share of candies ; Function to find minimum value of K such that the first person gets at least ( N / ( M + 1 ) ) candies ; Find the minimum required value of candies for the first person ; Iterate until low is less than or equal to mid ; Find the value of mid ; Check for mid , whether it can be the possible value of K or not ; Update the value of hi ; Otherwise , update the value of lo ; Print the resultant minimum value of K ; Driver Code
",0
248,"create constant integer sz with sz = 20
create constant integer sqr with sqr = int ( sqrt ( sz ) ) + 1
for i = N - 1 to sqrt ( N ), j = sqrt ( N ), dp [ i ] [ j ] = arr [ i ] + dp [ i + j ] [ j ], dp [ sz ] [ sqr ] ), dp [ i ] [ j ] = arr [ i ] + dp
else dp [ i ] [ j ] = arr [ i ]
in function querySum taking ints arr [ ], N, Q [ ] [ 2 ], M and returning int dp [ sz ] [ sqr]
precomputeExpressionForAllVal ( arr, N, dp )
for i = 0 to M exclusive, x = Q [ i ] [ 0 ]
create integer y with y = Q [ i] [ 1 ]
if y = sqrt ( N ) print dp [x ] [y ] print "" ""
continue
sum = integer with sum = 0
while x  N, increment sum by arr [ x ]
increase x by y
print sum
declare integer main ( ), integer arr =  1, 2, 7, 5, 4  ;
create integer Q with Q [ ] [ 2 ] =   2, 1 , 3, 2
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create integer M with M = sizeof ( Q) / sizeof ( Q [ 0 ] )
querySum ( arr, N, Q, M )
return 0
","Queries to calculate sum of array elements present at every Yth index starting from the index X | C ++ program for the above approach ; Function to sum of arr [ x ] + arr [ x + y ] + arr [ x + 2 * y ] + ... for all possible values of X and Y , where Y is less than or equal to sqrt ( N ) . ; Iterate over all possible values of X ; Precompute for all possible values of an expression such that y <= sqrt ( N ) ; If i + j less than N ; Update dp [ i ] [ j ] ; Update dp [ i ] [ j ] ; Function to Find the sum of arr [ x ] + arr [ x + y ] + arr [ x + 2 * y ] + ... for all queries ; dp [ x ] [ y ] : Stores sum of arr [ x ] + arr [ x + y ] + arr [ x + 2 * y ] + ... ; Traverse the query array , Q [ ] [ ] ; If y is less than or equal to sqrt ( N ) ; Stores the sum of arr [ x ] + arr [ x + y ] + arr [ x + 2 * y ] + ... ; Traverse the array , arr [ ] ; Update sum ; Update x ; Driver Code
",1
249,"create constant integer sz with sz = 20
create constant integer sqr with sqr = int ( sqrt ( sz ) ) + 1
for i = N - 1 to sqrt ( N ), j = sqrt ( N ), dp [ i ] [ j ] = arr [ i ] + dp [ i + j ] [ j ], dp [ sz ] [ sqr ] ), dp [ i ] [ j ] = arr [ i ] + dp
else dp [ i ] [ j ] = arr [ i ]
in function querySum taking ints arr [ ], N, Q [ ] [ 2 ], M and returning int dp [ sz ] [ sqr]
precomputeExpressionForAllVal ( arr, N, dp )
for i = 0 to M exclusive, x = Q [ i ] [ 0 ]
create integer y with y = Q [ i] [ 1 ]
if y = sqrt ( N ) print dp [x ] [y ] print "" ""
continue
sum = integer with sum = 0
while x  N, increment sum by arr [ x ]
increase x by y
print sum
declare integer main ( ), integer arr =  1, 2, 7, 5, 4  ;
create integer Q with Q [ ] [ 2 ] =   2, 1 , 3, 2
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create integer M with M = sizeof ( Q) / sizeof ( Q [ 0 ] )
querySum ( arr, N, Q, M )
return 0
","Maximum sum possible from given Matrix by performing given operations | C ++ program for the above approach ; Function to print the maximum sum ; Dp table ; Initializing dp array with 0 s ; Base case ; Traverse each column ; Update answer for both rows ; Print the maximum sum ; Driver Code ; Given array ; Number of Columns ; Function calls
",0
250,"for i = 0 to n exclusive, count = 0
for j = 0 to n exclusive, increment count by 1 if arr [j ] > arr [ i ]
if count >= 2 print arr [ i] and "" ""
declare integer main ( ), integer arr =  2, -6, 3, 5, 1  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create findElements ( arr, n )
return 0
","Find all elements in array which have at | Simple C ++ program to find all elements in array which have at - least two greater elements itself . ; Pick elements one by one and count greater elements . If count is more than 2 , print that element . ; Driver code
",1
251,"for i = 0 to n exclusive, count = 0
for j = 0 to n exclusive, increment count by 1 if arr [j ] > arr [ i ]
if count >= 2 print arr [ i] and "" ""
declare integer main ( ), integer arr =  2, -6, 3, 5, 1  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create findElements ( arr, n )
return 0
","Pascal 's Triangle | C ++ program for Pascals Triangle ; A O ( n ^ 2 ) time and O ( n ^ 2 ) extra space method for Pascal 's Triangle ; An auxiliary array to store generated pscal triangle values ; Iterate through every line and print integer ( s ) in it ; Every line has number of integers equal to line number ; First and last values in every row are 1 ; Other values are sum of values just above and left of above ; Driver code
",0
252,"declare findElements with integer arr [ ], integer n, sort ( arr, arr + n ) as arguments
for i = 0 to n - 2 exclusive, print arr [ i] and "" ""
declare integer main ( ), integer arr [ ] =  2, -6, 3, 5, 1  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create findElements ( arr, n )
return 0
","Find all elements in array which have at | Sorting based C ++ program to find all elements in array which have atleast two greater elements itself . ; Driver Code
",1
253,"declare findElements with integer arr [ ], integer n, sort ( arr, arr + n ) as arguments
for i = 0 to n - 2 exclusive, print arr [ i] and "" ""
declare integer main ( ), integer arr [ ] =  2, -6, 3, 5, 1  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create findElements ( arr, n )
return 0
","Maximize volume of cuboid with given sum of sides | Return the maximum volume . ; Return the maximum volume . ; finding length ; finding breadth ; finding height ; Driven Program
",0
254,"declare findElements with integer arr [ ], integer n, first = INT_MIN, second = INT_MIN
for i = 0 to n exclusive, set second to first if arr [ i ] is greater than first
set first to arr [ i ]
else if arr [ i ] is greater than second, set second to arr [ i ]
for i = 0 to n exclusive, print arr [ i ] and "" ""
declare integer main ( ), integer arr [ ] =  2, -6, 3, 5, 1  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create findElements ( arr, n )
return 0
","Find all elements in array which have at | C ++ program to find all elements in array which have atleast two greater elements itself . ; If current element is smaller than first then update both first and second ; If arr [ i ] is in between first and second then update second ; Driver code
",1
255,"declare findElements with integer arr [ ], integer n, first = INT_MIN, second = INT_MIN
for i = 0 to n exclusive, set second to first if arr [ i ] is greater than first
set first to arr [ i ]
else if arr [ i ] is greater than second, set second to arr [ i ]
for i = 0 to n exclusive, print arr [ i ] and "" ""
declare integer main ( ), integer arr [ ] =  2, -6, 3, 5, 1  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create findElements ( arr, n )
return 0
","Minimum number of bracket reversals needed to make an expression balanced | C ++ program to find minimum number of reversals required to balance an expression ; Returns count of minimum reversals for making expr balanced . Returns - 1 if expr cannot be balanced . ; Expressions of odd lengths cannot be balanced ; If we find a left bracket then we simply increment the left bracket ; Else if left bracket is 0 then we find unbalanced right bracket and increment right bracket or if the expression is balanced then we decrement left ; Driver program to test above function
",0
256,"declare getMinOps with integer arr [ ], integer n, res = 0
for i = 0 to n - 1 exclusive, increment res by max ( arr [ i + 1 ] - arr [ i ], 0 )
return res
declare integer main ( ), integer arr [ ] =  1, 3, 4, 1, 2  ;
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print getMinOps ( arr, N )
","Minimize count of increments of each element of subarrays required to make Array non | C ++ Program to implement the above approach ; Function to find the minimum number of operations required to make the array non - increasing ; Stores the count of required operations ; If arr [ i ] > arr [ i + 1 ] , no increments required . Otherwise , add their difference to the answer ; Return the result res ; Driver Code
",1
257,"declare getMinOps with integer arr [ ], integer n, res = 0
for i = 0 to n - 1 exclusive, increment res by max ( arr [ i + 1 ] - arr [ i ], 0 )
return res
declare integer main ( ), integer arr [ ] =  1, 3, 4, 1, 2  ;
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print getMinOps ( arr, N )
","Length of the chord of the circle whose radius and the angle subtended at the center by the chord is given | C ++ program to find the length chord of the circle whose radius and the angle subtended at the centre is also given ; Function to find the length of the chord ; Driver code
",0
258,"declare findFirstMissing with array array of integers array of size, start, end, return end + 1, if start > end
if start is not array [ start], return start
mid = integer with mid = ( start + end ) / 2
if array [ mid] is mid return findFirstMissing ( array, mid + 1, end )
return findFirstMissing ( array, start, mid)
declare integer main ( ) and integer array arr with arr = 0, 1, 2, 3, 4, 5, 6, 7, 10
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print "" Smallest missing element is "" print findFirstMissing ( arr, 0, n - 1 ) print newline
","Find the smallest missing number | C ++ program to find the smallest elements missing in a sorted array . ; function that returns smallest elements missing in a sorted array . ; Left half has all elements from 0 to mid ; Driver code
",1
259,"declare findFirstMissing with array array of integers array of size, start, end, return end + 1, if start > end
if start is not array [ start], return start
mid = integer with mid = ( start + end ) / 2
if array [ mid] is mid return findFirstMissing ( array, mid + 1, end )
return findFirstMissing ( array, start, mid)
declare integer main ( ) and integer array arr with arr = 0, 1, 2, 3, 4, 5, 6, 7, 10
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print "" Smallest missing element is "" print findFirstMissing ( arr, 0, n - 1 ) print newline
","Frequency Measuring Techniques for Competitive Programming | C ++ program to count frequencies of array items ; Mark all array elements as not visited ; Traverse through array elements and count frequencies ; Skip this element if already processed ; Count frequency ; Driver Code
",0
260,"return 0 if arr [ 0] is not 0
if arr [ size of arr - 1 ] is arr. size ( ) - 1 ) return size of arr
create integer first with first = arr [ 0 ]
return findFirstMissing ( arr, 0, arr. size ( ) - 1, first )
declare findFirstMissing with vector  integers arr, start, end, first, if start is less than end, mid = ( start + end ) / 2
if arr [ mid] is not mid + first, return findFirstMissing ( arr, start, mid, first)
else return findFirstMissing ( arr, mid + 1, end, first )
return start + first
declare integer main ( ), vector arr =  0, 1, 2, 3, 4, 5, 7  ;
create integer n with n = size of arr
print "" First Missing element is : "" print findSmallestMissinginSortedArray ( arr)
","Find the smallest missing number | C ++ program for the above approach ; Program to find Smallest Missing in Sorted Array ; Check if 0 is missing in the array ; Check is all numbers 0 to n - 1 are prsent in array ; Program to find missing element ; * Index matches with value at that index , means missing element cannot be upto that po ; Driver program to test the above function ; Function Call
",1
261,"return 0 if arr [ 0] is not 0
if arr [ size of arr - 1 ] is arr. size ( ) - 1 ) return size of arr
create integer first with first = arr [ 0 ]
return findFirstMissing ( arr, 0, arr. size ( ) - 1, first )
declare findFirstMissing with vector  integers arr, start, end, first, if start is less than end, mid = ( start + end ) / 2
if arr [ mid] is not mid + first, return findFirstMissing ( arr, start, mid, first)
else return findFirstMissing ( arr, mid + 1, end, first )
return start + first
declare integer main ( ), vector arr =  0, 1, 2, 3, 4, 5, 7  ;
create integer n with n = size of arr
print "" First Missing element is : "" print findSmallestMissinginSortedArray ( arr)
","Check if a number S can be made divisible by D by repeatedly adding the remainder to S | C ++ program for the above approach ; Function to check if S is divisible by D while changing S to ( S + S % D ) ; V ( 0 ) = S % D ; Stores the encountered values ; V ( i ) = ( V ( i - 1 ) + V ( i - 1 ) % D ) % D ; Check if the value has already been encountered ; Edge Case ; Otherwise , insert it into the hashmap ; Driver Code
",0
262,"declare FindMaxSum with vector  integers > arr, n, integer incl = arr [ 0 ]
declare integer variable excl = 0
declare integer excl_new
create integer i
for i = 1 to n exclusive, then excl_new = incl if incl > excl else excl
set incl to excl + arr [ i ]
set excl to excl_new
return incl if incl > excl else return if excl is greater than excl
declare integer main ( ), vector  integer arr =  5, 5, 10, 100, 10, 5  ;
print FindMaxSum ( arr, arr size ( ) ) )
","Maximum sum such that no two elements are adjacent | c ++ program for the above approach ; Function to return max sum such that no two elements are adjacent ; current max excluding i ; current max including i ; return max of incl and excl ; Driver program to test above functions
",1
263,"declare FindMaxSum with vector  integers > arr, n, integer incl = arr [ 0 ]
declare integer variable excl = 0
declare integer excl_new
create integer i
for i = 1 to n exclusive, then excl_new = incl if incl > excl else excl
set incl to excl + arr [ i ]
set excl to excl_new
return incl if incl > excl else return if excl is greater than excl
declare integer main ( ), vector  integer arr =  5, 5, 10, 100, 10, 5  ;
print FindMaxSum ( arr, arr size ( ) ) )
","Sieve of Sundaram to print all primes smaller than n | C ++ program to print primes smaller than n using Sieve of Sundaram . ; Prints all prime numbers smaller ; In general Sieve of Sundaram , produces primes smaller than ( 2 * x + 2 ) for a number given number x . Since we want primes smaller than n , we reduce n to half ; This array is used to separate numbers of the form i + j + 2 ij from others where 1 <= i <= j ; Initialize all elements as not marked ; Main logic of Sundaram . Mark all numbers of the form i + j + 2 ij as true where 1 <= i <= j ; Since 2 is a prime number ; Print other primes . Remaining primes are of the form 2 * i + 1 such that marked [ i ] is false . ; Driver program to test above
",0
264,"declare countChanges with integer matrix [ ] [ N ], integer n, m, dist = n + m - 1
create integer freq [ dist] [ 10]
for i = 0 to dist exclusive, freq [ i ] [ j ] = 0
for i = 0 to n exclusive, increment freq [ i + j] [ matrix [ i ] [ j ] ] ]
min_changes_sum = 0
for i = 0 to dist / 2 exclusive, set maximum to 0
create integer total_values with total_values = 0
for j = 0 to 10 exclusive, set maximum to max ( maximum, freq [ i ] [ j ] + freq [ n + m - 2 - i ] [ j ] )
increment total_values by freq [ i ] [ j ] + freq [ n + m - 2 - i ] [ j ] )
increment min_changes_sum by total_values - maximum
return min_changes_sum
declare integer main ( ), integer mat [ ] [ N ] =   1, 2 ,  3, 5
print countChanges ( mat, 2, 2 )
return 0
","Minimum steps to convert all top left to bottom right paths in Matrix as palindrome | Set 2 | C ++ program for the above approach ; Function for counting minimum number of changes ; Distance of elements from ( 0 , 0 ) will is i range [ 0 , n + m - 2 ] ; Store frequencies of [ 0 , 9 ] at distance i ; Initialize frequencies as 0 ; Count frequencies of [ 0 , 9 ] ; Increment frequency of value matrix [ i ] [ j ] at distance i + j ; Find value with max frequency and count total cells at distance i from front end and rear end ; Change all values to the value with max frequency ; Return the answer ; Driver Code ; Given Matrix ; Function Call
",1
265,"declare countChanges with integer matrix [ ] [ N ], integer n, m, dist = n + m - 1
create integer freq [ dist] [ 10]
for i = 0 to dist exclusive, freq [ i ] [ j ] = 0
for i = 0 to n exclusive, increment freq [ i + j] [ matrix [ i ] [ j ] ] ]
min_changes_sum = 0
for i = 0 to dist / 2 exclusive, set maximum to 0
create integer total_values with total_values = 0
for j = 0 to 10 exclusive, set maximum to max ( maximum, freq [ i ] [ j ] + freq [ n + m - 2 - i ] [ j ] )
increment total_values by freq [ i ] [ j ] + freq [ n + m - 2 - i ] [ j ] )
increment min_changes_sum by total_values - maximum
return min_changes_sum
declare integer main ( ), integer mat [ ] [ N ] =   1, 2 ,  3, 5
print countChanges ( mat, 2, 2 )
return 0
","Find trace of matrix formed by adding Row | C ++ program to find trace of matrix formed by adding Row - major and Column - major order of same matrix ; Return sum of first n integers of an AP ; Return the trace of sum of row - major matrix and column - major matrix ; Finding nth element in AP in case of Row major matrix . ; Finding sum of first n integers of AP in case of Row major matrix ; Finding nth element in AP in case of Row major matrix ; Finding sum of first n integers of AP in case of Column major matrix ; Driven Program
",0
266,"create integer lookup [ MAX] [ MAX]
for i = 0 to n exclusive, lookup [ i ] [ 0 ] = arr [ i ]
for j = 1 to n inclusive, change i from 0 to n exclusive, incrementing i by 1  (j - 1) ) ] [ j - 1 ] [ j - 1 ], change lookup [ i ] [ j - 1 ] to lookup [ i ] [ j - 1 ]
else lookup [ i ] [ j ] = lookup [ i + ( 1  ( j - 1 ) ) ] [ j - 1 ]
j = integer with j = log2 = R - L + 1
if lookup [ L] [j] = lookup [ R - ( 1  j ) + 1 ] [ j ], return lookup [ L ] [ j ]
else return lookup [ R - ( 1  j ) + 1 ] [ j ]
declare integer main ( ) and integer array a with size ] =  7, 2, 3, 0, 5, 10, 3, 12, 18
create integer n with n = sizeof ( a ) / sizeof ( a [ 0 ] )
create buildSparseTable ( a, n )
print query ( 0, 4 ) and a new line
print query ( 4, 7 )
print query ( 7, 8 )
return 0
","Sparse Table | C ++ program to do range minimum query using sparse table ; lookup [ i ] [ j ] is going to store minimum value in arr [ i . . j ] . Ideally lookup table size should not be fixed and should be determined using n Log n . It is kept constant to keep code simple . ; Fills lookup array lookup [ ] [ ] in bottom up manner . ; Initialize M for the intervals with length 1 ; Compute values from smaller to bigger intervals ; Compute minimum value for all intervals with size 2 ^ j ; For arr [ 2 ] [ 10 ] , we compare arr [ lookup [ 0 ] [ 7 ] ] and arr [ lookup [ 3 ] [ 10 ] ] ; Returns minimum of arr [ L . . R ] ; Find highest power of 2 that is smaller than or equal to count of elements in given range . For [ 2 , 10 ] , j = 3 ; Compute minimum of last 2 ^ j elements with first 2 ^ j elements in range . For [ 2 , 10 ] , we compare arr [ lookup [ 0 ] [ 3 ] ] and arr [ lookup [ 3 ] [ 3 ] ] , ; Driver program
",1
